학교명_norm,시도_norm,학교급_norm,설립,남여공학,도로명주소,ai_flag,지정연도,유형,sw_flag,지정연도_sw,키,몸무게,혈당식전(mgdl),총콜레스테롤(mgdl),수축기,이완기,cn_학급수,cn_학생수,학교명_stem_comp,컴퓨터실습실수,컴퓨터수,운영체제,개월수,수강학생수,학교명_stem_closed,폐교연도,활용 구분,토지면적(단위 제곱미터),건물면적(단위 제곱미터),ai_sw_both
장성중학교,경기,중,공립,남여공학,경기도 고양시 일산서구 대산로 254 (대화동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
저동중학교,경기,중,공립,남여공학,경기도 고양시 일산동구 무궁화로 159 . 저동중학교 (정발산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
정발중학교,경기,중,공립,남여공학,경기도 고양시 일산동구 정발산로 115 . 정발중학교 (마두동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
중산중학교,경기,중,공립,남여공학,경기도 고양시 일산동구 탄중로 361 (중산동.중산중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
지도중학교,경기,중,공립,남여공학,경기도 고양시 덕양구 성신로 46 . 지도중학교 (화정동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한수중학교,경기,중,공립,남여공학,경기도 고양시 일산서구 주엽로 117 (주엽동),0,,,1,2017.0,,,,,,,,,,,,,,,,,,,,0
행신중학교,경기,중,공립,남여공학,경기도 고양시 덕양구 화신로 22 . 행신중학교 (행신동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
현산중학교,경기,중,공립,남여공학,경기도 고양시 일산서구 일청로 85 (일산동. 현산중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
화수중학교,경기,중,공립,남여공학,경기도 고양시 덕양구 화수로 47 (화정동. 화수중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
호곡중학교,경기,중,공립,남여공학,경기도 고양시 일산서구 탄현로 110 (탄현동),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
화정중학교,경기,중,공립,남여공학,경기도 고양시 덕양구 화신로 343 (화정동.화정중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
고양제일중학교,경기,중,사립,남여공학,경기도 고양시 덕양구 통일로 820 . (관산동.고양제일중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
목암중학교,경기,중,공립,남여공학,경기도 고양시 덕양구 푸른마을로 65 (고양동),1,2023.0,정보교육실 구축교,1,2020.0,,,,,,,,,,,,,,,,,,,,1
고양송산중학교,경기,중,공립,남여공학,경기도 고양시 일산서구 가좌2로 15 . 고양송산중학교 (가좌동),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
풍동중학교,경기,중,공립,남여공학,경기도 고양시 일산동구 숲속마을1로 101 풍동중학교 (풍동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
안곡중학교,경기,중,공립,남여공학,경기도 고양시 일산동구 하늘마을로 93 . 안곡중학교 (중산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
풍산중학교,경기,중,공립,남여공학,경기도 고양시 일산동구 숲속마을1로 33 (풍동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
화도초등학교,경기,초,공립,,경기도 남양주시 화도읍 비룡로116번길 24-42 (화도읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주덕송초등학교,경기,초,공립,,경기도 남양주시 별내3로 356 (별내동. 남양주 덕송초등학교(본관동)),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주샛별초등학교,경기,초,공립,,경기도 남양주시 송산로307번길 50 (별내동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
별가람초등학교,경기,초,공립,,경기도 남양주시 별내3로 173 . 별가람초등학교 (별내동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
가곡초등학교,경기,초,공립,,경기도 남양주시 화도읍 비룡로379번길 3 (화도읍. 가곡초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
가양초등학교,경기,초,공립,,경기도 남양주시 수동면 비룡로1243번길 7 . 가양초등학교 (수동면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
갈매초등학교,경기,초,공립,,경기도 구리시 갈매중앙로 40 (갈매동. 갈매초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
산마루초등학교,경기,초,공립,,경기도 구리시 갈매순환로 133 (갈매동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
광릉초등학교,경기,초,공립,,경기도 남양주시 진접읍 광릉내로82번길 29 . 광릉초등학교 (진접읍),1,2023.0,정보교육실 구축교,0,,,,,,,,,,,,,,,,,,,,,0
교문초등학교,경기,초,공립,,경기도 구리시 안골로19번길 16 . 교문초등학교 (교문동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
구리초등학교,경기,초,공립,,경기도 구리시 경춘로276번길 51 (수택동.구리초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
해밀초등학교,경기,초,공립,,경기도 남양주시 진접읍 해밀예당3로 103 . 해밀초등학교 (진접읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
구지초등학교,경기,초,공립,,경기도 구리시 건원대로76번길 40 (인창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
금교초등학교,경기,초,공립,,경기도 남양주시 미금로 194 (도농동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
금남초등학교,경기,초,공립,,경기도 남양주시 화도읍 북한강로 1506 . 금남초등학교 (화도읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주금곡초등학교,경기,초,공립,,경기도 남양주시 금곡로 65-6 . 금곡초등학교 (금곡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주도곡초등학교,경기,초,공립,,경기도 남양주시 와부읍 덕소로 179 (와부읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주미금초등학교,경기,초,공립,,경기도 남양주시 미금로56번길 32-13 (다산동. 미금초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주동곡초등학교,경기,초,공립,,경기도 남양주시 홍유릉로248번길 56 (금곡동.남양주동곡초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주송촌초등학교,경기,초,공립,,경기도 남양주시 조안면 북한강로499번길 30 (조안면. 남양주송촌초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주송라초등학교,경기,초,공립,,경기도 남양주시 화도읍 마석로45번길 33 . 남양주송라초등학교 (화도읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주양정초등학교,경기,초,공립,,경기도 남양주시 경춘로 468-33 . 남양주양정초등학교 (지금동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주양지초등학교,경기,초,공립,,경기도 남양주시 오남읍 진건오남로 808번길 . 20-37,0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
남양주월문초등학교,경기,초,공립,,경기도 남양주시 와부읍 수레로 519 . 남양주월문초등학교 (와부읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
다산가람초등학교,경기,초,공립,,경기도 남양주시 다산중앙로81번길 51 다산가람초등학교 (다산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
내양초등학교,경기,초,공립,,경기도 구리시 동구릉로 485 (사노동.내양초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
답내초등학교,경기,초,공립,,경기도 남양주시 화도읍 경춘로2347번길 44-7 화도읍.답내초등학교,0,,,0,,,,,,,,,,,,,,,,,,,,,0
덕소초등학교,경기,초,공립,,경기도 남양주시 와부읍 수레로 17 . 덕소초등학교 (와부읍),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
도농초등학교,경기,초,공립,,경기도 남양주시 도농로 72 . 도농초등학교 (도농동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
도림초등학교,경기,초,공립,,경기도 구리시 아차산로 431 (교문동.도림초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
도심초등학교,경기,초,공립,,경기도 남양주시 와부읍 석실로 45 . 도심초등학교 (와부읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
도제원초등학교,경기,초,공립,,경기도 남양주시 퇴계원면 경춘북로 558 . 10-1 (퇴계원면)(도제원초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동구초등학교,경기,초,공립,,경기도 구리시 건원대로76번길 45 . 동구초등학교 (인창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동인초등학교,경기,초,공립,,경기도 구리시 동구릉로103번길 37 . 동인초등학교 (인창동.동인초등학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
마석초등학교,경기,초,공립,,경기도 남양주시 화도읍 수레로 1234-52 . 마석초등학교 (화도읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주다산초등학교,경기,초,공립,,경기도 남양주시 진건읍 다산중앙로146번길 55 . 남양주다산초등학교,0,,,0,,,,,,,,,,,,,,,,,,,,,0
백문초등학교,경기,초,공립,,경기도 구리시 장자대로13번길 12 (교문동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
별내초등학교,경기,초,공립,,경기도 남양주시 별내면 청학로92번길 38 . 별내초등학교 (별내면),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
마석초등학교녹촌분교장,경기,초,공립,,경기도 남양주시 화도읍 가구단지6길 63-12 (화도읍.마석초등학교녹촌분교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
부양초등학교,경기,초,공립,,경기도 구리시 장자대로 89-2 (수택동. 부양초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
수동초등학교,경기,초,공립,,경기도 남양주시 수동면 비룡로 832 (수동면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
수택초등학교,경기,초,공립,,경기도 구리시 검배로136번길 41 (토평동. 수택초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
오남초등학교,경기,초,공립,,경기도 남양주시 오남읍 진건오남로 696 . 오남초등학교 (오남읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
와부초등학교,경기,초,공립,,경기도 남양주시 와부읍 월문천로 63 . 와부초등학교 (와부읍),0,,,1,2017.0,,,,,,,,,,,,,,,,,,,,0
용신초등학교,경기,초,공립,,경기도 남양주시 진건읍 사릉로 474 (진건읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
인창초등학교,경기,초,공립,,경기도 구리시 동구릉로 37-13 (인창동. 인창초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한별초등학교,경기,초,공립,,경기도 남양주시 별내4로 40 (한별초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
장승초등학교,경기,초,공립,,경기도 남양주시 진접읍 금강로1576번길 12 (진접읍),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
장자초등학교,경기,초,공립,,경기도 구리시 장자대로 40 (교문동.장자초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
장현초등학교,경기,초,공립,,경기도 남양주시 진접읍 장현천로 37 (진접읍.장현초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
조안초등학교,경기,초,공립,,경기도 남양주시 조안면 북한강로229번길 20 (조안면. 조안초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
진건초등학교,경기,초,공립,,경기도 남양주시 진건읍 사릉로 408-9 (진건읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
창현초등학교,경기,초,공립,,경기도 남양주시 화도읍 녹촌로 12 . 창현초등학교 (화도읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
천마초등학교,경기,초,공립,,경기도 남양주시 화도읍 경춘로 1707 (화도읍. 천마초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
수동초등학교송천분교장,경기,초,공립,,경기도 남양주시 수동면 비룡로586번길 98 . 송천분교 (수동면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
토평초등학교,경기,초,공립,,경기도 구리시 벌말로129번길 17-1 (토평동.토평초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
퇴계원초등학교,경기,초,공립,,경기도 남양주시 퇴계원면 퇴계원로59번길 16 (퇴계원면),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
평내초등학교,경기,초,공립,,경기도 남양주시 경춘로 1292-11 (평내동.평내초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
풍양초등학교,경기,초,공립,,경기도 남양주시 진접읍 내각1로 31-1 (진접읍.풍양초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
호평초등학교,경기,초,공립,,경기도 남양주시 천마산로 63 (호평동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
화접초등학교,경기,초,공립,,경기도 남양주시 별내중앙로 148 . 화접초등학교 (별내동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
장내초등학교,경기,초,공립,,경기도 남양주시 평내로 64 . 장내초등학교 (평내동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주신촌초등학교,경기,초,공립,,경기도 남양주시 평내로 122 (평내동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
판곡초등학교,경기,초,공립,,경기도 남양주시 늘을3로 15 . 판곡초등학교 (호평동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
평동초등학교,경기,초,공립,,경기도 남양주시 호평로68번길 16 (호평동.평동초등학교),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
남양주월산초등학교,경기,초,공립,,경기도 남양주시 화도읍 경춘로 2290번길 50 . 남양주월산초등학교 (화도읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
심석초등학교,경기,초,사립,,경기도 남양주시 화도읍 마석로 76번길 10,1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
양오초등학교,경기,초,공립,,경기도 남양주시 오남읍 양지로 261-35 (오남읍. 양오초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
어람초등학교,경기,초,공립,,경기도 남양주시 오남읍 진건오남로550번길 25 . 어람초등학교 (오남읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
사능초등학교,경기,초,공립,,경기도 남양주시 진건읍 사릉로372번길 2 . 사능초등학교 (진건읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주백봉초등학교,경기,초,공립,,경기도 남양주시 의안로 158 (평내동. 백봉초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
예봉초등학교,경기,초,공립,,경기도 남양주시 와부읍 수레로 108 (와부읍.예봉초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
가운초등학교,경기,초,공립,,경기도 남양주시 가운로2길 54 (다산동. 가운초등학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
구룡초등학교,경기,초,공립,,경기도 남양주시 늘을3로 120 . 구룡초등학교 (호평동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
차산초등학교,경기,초,공립,,경기도 남양주시 화도읍 수레로 1105-23 (화도읍.차산초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
건원초등학교,경기,초,공립,,경기도 구리시 동구릉로 80 . 15 (인창동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
진접초등학교,경기,초,공립,,경기도 남양주시 진접읍 해밀예당2로 102 . 진접초등학교 (진접읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
부평초등학교,경기,초,공립,,경기도 남양주시 진접읍 부평로48번길 27 . 부평초등학교 (진접읍),1,2023.0,정보교육실 구축교,1,2017.0,,,,,,,,,,,,,,,,,,,,1
주곡초등학교,경기,초,공립,,경기도 남양주시 진접읍 해밀예당1로 277 . 주곡초등학교 (진접읍),1,2023.0,교육활동 모델교,1,2017.0,,,,,,,,,,,,,,,,,,,,1
화봉초등학교,경기,초,공립,,경기도 남양주시 진접읍 해밀예당2로 21 (진접읍.화봉초등학교),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
별가람중학교,경기,중,공립,남여공학,경기도 남양주시 별내3로 232,0,,,0,,,,,,,,,,,,,,,,,,,,,0
심석중학교,경기,중,사립,남여공학,경기도 남양주시 화도읍 마석로 62 . 심석중학교 (화도읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
교문중학교,경기,중,공립,남여공학,경기도 구리시 장자대로37번길 15 (교문동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
갈매중학교,경기,중,공립,남여공학,경기도 구리시 갈매순환로 121 (갈매동. 갈매중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
구리여자중학교,경기,중,공립,여자,경기도 구리시 벌말로 168 . 구리여자중학교 (토평동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남양주다산중학교,경기,중,공립,남여공학,경기도 남양주시 다산중앙로172번길 50 . 남양주다산중학교 (다산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
구리중학교,경기,중,공립,남자,경기도 구리시 장자대로 89-1 (수택동. 구리중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
금곡중학교,경기,중,공립,남여공학,경기도 남양주시 경춘로 1008 (금곡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
덕소중학교,경기,중,공립,남여공학,경기도 남양주시 와부읍 도곡길 7 . 덕소중학교 (와부읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
도농중학교,경기,중,공립,남여공학,경기도 남양주시 미금로 234 . 도농중학교 (다산동. 도농중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
동구중학교,경기,중,공립,남여공학,경기도 구리시 동구릉로103번길 75 (인창동.동구중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
진접중학교,경기,중,공립,남여공학,경기도 남양주시 진접읍 금강로 1641-1 . 진접중학교 (진접읍),1,2023.0,교육활동 모델교,1,2015.0,,,,,,,,,,,,,,,,,,,,1
마석중학교,경기,중,공립,남여공학,경기도 남양주시 화도읍 수레로 1234-38 (화도읍. 마석중학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
미금중학교,경기,중,공립,남여공학,경기도 남양주시 미금로 140 (지금동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
별내중학교,경기,중,공립,남여공학,경기도 남양주시 별내면 청학로132번길 30 (별내면),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
송라중학교,경기,중,공립,남여공학,경기도 남양주시 화도읍 마석로45번길 31 . 송라중학교 (화도읍),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
오남중학교,경기,중,공립,남여공학,경기도 남양주시 오남읍 진건오남로808번길 34 (오남읍),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
와부중학교,경기,중,공립,남여공학,경기도 남양주시 와부읍 월문천로 65 (와부읍),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
인창중학교,경기,중,공립,남여공학,경기도 구리시 건원대로34번길 118 (인창동. 인창중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
장자중학교,경기,중,공립,남여공학,경기도 구리시 장자호수길 45 (교문동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
진건중학교,경기,중,공립,남여공학,경기도 남양주시 진건읍 진건오남로 39 (진건읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
토평중학교,경기,중,공립,남여공학,경기도 구리시 장자대로111번길 61 (토평동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
퇴계원중학교,경기,중,공립,남여공학,경기도 남양주시 퇴계원면 퇴계원로 49-8 (퇴계원면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
호평중학교,경기,중,공립,남여공학,경기도 남양주시 호평로 76-7 . 호평중학교 (호평동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
화광중학교,경기,중,공립,남여공학,경기도 남양주시 화도읍 경춘로 2226 (화도읍.화광중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
장내중학교,경기,중,공립,남여공학,경기도 남양주시 평내로 37 (평내동.장내중학교),0,,,1,2017.0,,,,,,,,,,,,,,,,,,,,0
평내중학교,경기,중,공립,남여공학,경기도 남양주시 경춘로 1286 . 23 (평내동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
광동중학교,경기,중,사립,남여공학,경기도 남양주시 진접읍 장현로광동1길 10 (진접읍.광동중학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
동화중학교,경기,중,사립,남여공학,경기도 남양주시 경춘로 434 (다산동. 동화중고교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
양오중학교,경기,중,공립,남여공학,경기도 남양주시 오남읍 양지로 261-31 . 양오중학교 (오남읍. 양오중학교),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
어람중학교,경기,중,공립,남여공학,경기도 남양주시 오남읍 진건오남로550번길 35 . 어람중학교 (오남읍),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
판곡중학교,경기,중,공립,남여공학,경기도 남양주시 늘을1로 115 . 판곡중학교 (호평동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
광릉중학교,경기,중,공립,남여공학,경기도 남양주시 진접읍 진벌로 78-23 . 광릉중학교 (진접읍.광릉중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
예봉중학교,경기,중,공립,남여공학,경기도 남양주시 와부읍 수레로 127-37 . 예봉중학교 (와부읍),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
수동중학교,경기,중,사립,남여공학,경기도 남양주시 수동면 비룡로 790-22 (수동면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
천마중학교,경기,중,공립,남여공학,경기도 남양주시 화도읍 먹갓로28번길 12 . 천마중학교 (화도읍. 천마중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한별중학교,경기,중,공립,남여공학,경기도 남양주시 별내4로 70 (별내동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
연세중학교,경기,중,사립,남여공학,경기도 남양주시 조안면 북한강로 545 (조안면.연세중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
가운중학교,경기,중,공립,남여공학,경기도 남양주시 가운로2길 74 (가운동.가운중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
풍양중학교,경기,중,공립,남여공학,경기도 남양주시 진접읍 해밀예당1로 109 (진접읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
주곡중학교,경기,중,공립,남여공학,경기도 남양주시 진접읍 해밀예당1로 283 (진접읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
의정부송산초등학교,경기,초,공립,,경기도 의정부시 오목로 228 (민락동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
가능초등학교,경기,초,공립,,경기도 의정부시 의정로140번길 15 . 가능초등학교 (가능동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
경의초등학교,경기,초,공립,,경기도 의정부시 경의로 135 (의정부동. 경의초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
고산초등학교,경기,초,공립,,경기도 의정부시 고산로 121 . 고산초등학교 (고산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
금오초등학교,경기,초,공립,,경기도 의정부시 천보로 418 . 금오초등학교 (금오동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
녹양초등학교,경기,초,공립,,경기도 의정부시 체육로 265-25 녹양초등학교,0,,,0,,,,,,,,,,,,,,,,,,,,,0
동암초등학교,경기,초,공립,,경기도 의정부시 장곡로 206 (장암동. 동암초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
동오초등학교,경기,초,공립,,경기도 의정부시 추동로23번길 10 . 동오초등학교 (신곡동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
민락초등학교,경기,초,공립,,경기도 의정부시 용현로159번길 26 (민락동.민락초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
발곡초등학교,경기,초,공립,,경기도 의정부시 동일로454번길 . 74 (신곡동),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
배영초등학교,경기,초,공립,,경기도 의정부시 가능로 135 . 20 (의정부동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
