학교명_norm,시도_norm,학교급_norm,설립,남여공학,도로명주소,ai_flag,지정연도,유형,sw_flag,지정연도_sw,키,몸무게,혈당식전(mgdl),총콜레스테롤(mgdl),수축기,이완기,cn_학급수,cn_학생수,학교명_stem_comp,컴퓨터실습실수,컴퓨터수,운영체제,개월수,수강학생수,학교명_stem_closed,폐교연도,활용 구분,토지면적(단위 제곱미터),건물면적(단위 제곱미터),ai_sw_both
남원용성고등학교,전북,고,공립,남여공학,전라북도 남원시 농고길 41 (도통동.용성고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
부안제일고등학교,전북,고,공립,남여공학,전라북도 부안군 행안면 춘헌길 1 . 부안제일고등학교 (행안면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한국치즈과학고등학교,전북,고,공립,남여공학,전라북도 임실군 강진면 갈담3길 48 (강진면. 한국치즈과학고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한국경마축산고등학교,전북,고,공립,남여공학,전라북도 남원시 운봉읍 황산로 952 (운봉읍. 한국경마축산고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주생명과학고등학교,전북,고,공립,남여공학,전라북도 전주시 덕진구 안덕원로 195 (인후동2가.전주생명과학고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
정읍제일고등학교,전북,고,공립,남여공학,전라북도 정읍시 충정로 252 (수성동. 정읍제일고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전북기계공업고등학교,전북,고,국립,남여공학,전라북도 익산시 인북로32길 41 (남중동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산기계공업고등학교,전북,고,공립,남자,전라북도 군산시 군중길 28 . 군산기계공업고등학교 (송풍동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
삼례공업고등학교,전북,고,공립,남여공학,전라북도 완주군 삼례읍 삼례역로 41-1 (삼례읍.삼례공업고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
오수고등학교,전북,고,공립,남여공학,전라북도 임실군 오수면 충효로 2099-23 (오수면. 오수고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
이리공업고등학교,전북,고,공립,남여공학,전라북도 익산시 동서로14길 30-2 (남중동.이리공업고등학교),0,,,1,2017.0,,,,,,,,,,,,,,,,,,,,0
장계공업고등학교,전북,고,공립,남여공학,전라북도 장수군 장계면 장계7길 3 (장계면. 장계공업고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주공업고등학교,전북,고,공립,남여공학,전라북도 전주시 덕진구 여산로 101 (여의동. 전주공업고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
줄포자동차공업고등학교,전북,고,공립,남여공학,전라북도 부안군 줄포면 우포로 10 . 줄포자동차공업고등학교 (줄포면),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
진안공업고등학교,전북,고,공립,남여공학,전라북도 진안군 진안읍 상역로 96 (진안읍.진안공업고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
칠보고등학교,전북,고,공립,남여공학,전라북도 정읍시 칠보면 건흥길 26-5 . 칠보고등학교 (칠보면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
강호항공고등학교,전북,고,사립,남여공학,전라북도 고창군 고창읍 중거리당산로 78-22 (고창읍),0,,,0,,,,,,,,,,,,,,,,,,,,,0
한국게임과학고등학교,전북,고,사립,남여공학,전라북도 완주군 운주면 대둔산로 1336 (운주면.한국게임과학고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산상업고등학교,전북,고,공립,남여공학,전라북도 군산시 석치1길 17 . 군산상업고등학교 (문화동)737-1,0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산여자상업고등학교,전북,고,공립,여자,전라북도 군산시 신지길 42-8 (지곡동. 군산여자상업고등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주상업정보고등학교,전북,고,공립,남여공학,전라북도 전주시 완산구 따박골2길 21 . 전주상업정보고등학교 (중화산동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
덕암정보고등학교,전북,고,사립,남여공학,전라북도 김제시 하공로 9 . 덕암정보고등학교 (서암동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
완산여자고등학교,전북,고,사립,여자,전라북도 전주시 완산구 덕적골1길 60 . 완산여자고등학교 (평화동1가. 완산여자고등학교),0,,,1,2016.0,,,,,,,,,,,,,,,,,,,,0
진경여자고등학교,전북,고,사립,여자,전라북도 익산시 황등면 황등서로 40-92 진경여자고등학교 (황등면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
남원제일고등학교,전북,고,사립,남여공학,전라북도 남원시 노송로 1206 (노암동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
학산고등학교,전북,고,사립,여자,전라북도 정읍시 학산로 89 (상동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주교육대학교전주부설초등학교,전북,초,국립,,전라북도 전주시 완산구 팔달로 74 (서서학동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주초등학교,전북,초,공립,,전라북도 전주시 완산구 대동로 33 (태평동. 전주초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주금암초등학교,전북,초,공립,,전라북도 전주시 덕진구 권삼득로 210 (금암동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주금평초등학교,전북,초,공립,,전라북도 전주시 덕진구 명주3길 16 (인후동2가. 금평초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주기린초등학교,전북,초,공립,,전라북도 전주시 덕진구 견훤로 260 (인후동1가. 전주기린초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주남초등학교,전북,초,공립,,전라북도 전주시 완산구 장승배기로 376 (서서학동. 전주남초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주대성초등학교,전북,초,공립,,전라북도 전주시 완산구 고덕산1길 20 (대성동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주덕일초등학교,전북,초,공립,,전라북도 전주시 덕진구 하가로 71 (덕진동2가. 덕일초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주덕진초등학교,전북,초,공립,,전라북도 전주시 덕진구 들사평로 61 (덕진동1가. 전주덕진초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주동초등학교,전북,초,공립,,전라북도 전주시 완산구 물왕멀로 72 (중노송동. 전주동초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주동북초등학교,전북,초,공립,,전라북도 전주시 덕진구 견훤왕궁로 227 (인후동2가.전주동북초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주반월초등학교,전북,초,공립,,전라북도 전주시 덕진구 혁신로 707 (반월동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주동신초등학교,전북,초,공립,,전라북도 전주시 덕진구 우아9길 1 . 동신초등학교 (우아동3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주만성초등학교,전북,초,공립,,전라북도 전주시 덕진구 중동로 32 (중동. 전주만성초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주문정초등학교,전북,초,공립,,전라북도 전주시 완산구 구이로 1979 (평화동3가. 전주문정초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주미산초등학교,전북,초,공립,,전라북도 전주시 덕진구 전미로 160 (전미동2가. 미산초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주북초등학교,전북,초,공립,,전라북도 전주시 덕진구 소리로 180 (호성동1가.전주북초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주북일초등학교,전북,초,공립,,전라북도 전주시 덕진구 견훤로 336 (인후동1가. 전주북일초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주삼천초등학교,전북,초,공립,,전라북도 전주시 완산구 성지산로 38 (삼천동1가.전주삼천초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주삼천남초등학교,전북,초,공립,,전라북도 전주시 완산구 거마남로 65 (삼천동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주여울초등학교,전북,초,공립,,전라북도 전주시 완산구 고사평8길 11 (서신동. 여울초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주서곡초등학교,전북,초,공립,,전라북도 전주시 완산구 서곡7길 30 (효자동3가. 전주서곡초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주서문초등학교,전북,초,공립,,전라북도 전주시 완산구 서신천변11길 19 (서신동.전주서문초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주서신초등학교,전북,초,공립,,전라북도 전주시 완산구 전룡로 119 (서신동.전주서신초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주서원초등학교,전북,초,공립,,전라북도 전주시 완산구 오두정길 45 (효자동1가. 전주서원초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주서일초등학교,전북,초,공립,,전라북도 전주시 완산구 새터로 73 . 전주서일초등학교 (서신동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주서천초등학교,전북,초,공립,,전라북도 전주시 완산구 당산로 9 (서신동. 전주서천초등학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
전주송북초등학교,전북,초,공립,,전라북도 전주시 덕진구 천마산로 16 . 전주송북초등학교 (송천동1가),1,2023.0,교육활동 모델교,1,2016.0,,,,,,,,,,,,,,,,,,,,1
전주하가초등학교,전북,초,공립,,전라북도 전주시 덕진구 경동로 11 . 전주하가초등학교 (덕진동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주새연초등학교,전북,초,공립,,전라북도 전주시 완산구 봉곡로 60 (효자동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주송천초등학교,전북,초,공립,,전라북도 전주시 덕진구 송천1길 10 (송천동1가.전주송천초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주송원초등학교,전북,초,공립,,전라북도 전주시 덕진구 와룡로 25 (송천동1가),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주신동초등학교,전북,초,공립,,전라북도 전주시 덕진구 솔내로 211 (송천동2가.전주신동초등학교),1,2023.0,교육활동 모델교,1,2020.0,,,,,,,,,,,,,,,,,,,,1
전주신성초등학교,전북,초,공립,,전라북도 전주시 완산구 평화8길 16-36 . 전주신성초등학교 (평화동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주아중초등학교,전북,초,공립,,전라북도 전주시 덕진구 인교5길 23 (우아동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주양지초등학교,전북,초,공립,,전라북도 전주시 완산구 양지2길 11-26 (평화동2가. 양지초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주완산초등학교,전북,초,공립,,전라북도 전주시 완산구 동완산동 167,0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주완산서초등학교,전북,초,공립,,전라북도 전주시 완산구 안행로 127 (서완산동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주용덕초등학교,전북,초,공립,,전라북도 전주시 덕진구 용덕길 30 (용정동. 용덕초등학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
전주용흥초등학교,전북,초,공립,,전라북도 전주시 완산구 삼천천변1길 16 (삼천동1가.용흥초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주우전초등학교,전북,초,공립,,전라북도 전주시 완산구 우전2길 11 (효자동2가.우전초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주원동초등학교,전북,초,공립,,전라북도 전주시 덕진구 원동로 3 . 원동초등학교 (원동. 전주원동초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주인봉초등학교,전북,초,공립,,전라북도 전주시 덕진구 무삼지로 7 (인후동1가. 전주인봉초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주인후초등학교,전북,초,공립,,전라북도 전주시 덕진구 무삼지로 67 . 인후초등학교 (인후동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주장동초등학교,전북,초,공립,,전라북도 전주시 덕진구 원장동길 91-12 (장동. 장동초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주전라초등학교,전북,초,공립,,전라북도 전주시 덕진구 심방죽로 24 (인후동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주전일초등학교,전북,초,공립,,전라북도 전주시 덕진구 태진로 98 (진북동.전주전일초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주조촌초등학교,전북,초,공립,,전라북도 전주시 덕진구 쪽구름로 39 (여의동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주중산초등학교,전북,초,공립,,전라북도 전주시 완산구 중산중앙로 9-10 (중화산동2가. 전주중산초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주중앙초등학교,전북,초,공립,,전라북도 전주시 완산구 경기전길 99 (풍남동3가. 전주중앙초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주중인초등학교,전북,초,공립,,전라북도 전주시 완산구 중인1길 80 (중인동.전주중인초등학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
전주지곡초등학교,전북,초,공립,,전라북도 전주시 완산구 평화로 85 (평화동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주진북초등학교,전북,초,공립,,전라북도 전주시 덕진구 진북1길 11 (진북동. 진북초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주초포초등학교,전북,초,공립,,전라북도 전주시 덕진구 초포로 171 . 전주초포초등학교 (호성동2가),1,2023.0,교육활동 모델교,1,2020.0,,,,,,,,,,,,,,,,,,,,1
전주팔복초등학교,전북,초,공립,,전라북도 전주시 덕진구 팔과정로 181 (동산동. 전주팔복초등학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
전주평화초등학교,전북,초,공립,,전라북도 전주시 완산구 꽃밭정로 65 (평화동1가.전주평화초등학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
전주풍남초등학교,전북,초,공립,,전라북도 전주시 완산구 견훤왕궁로 16 (남노송동) 507-1,0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주한들초등학교,전북,초,공립,,전라북도 전주시 완산구 화산천변8길 10 (중화산동2가. 전주한들초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주화산초등학교,전북,초,공립,,전라북도 전주시 완산구 따박골7길 20 . 전주화산초 (중화산동2가. 전주화산초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주효림초등학교,전북,초,공립,,전라북도 전주시 완산구 강변로 128 (효자동1가. 효림초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주효문초등학교,전북,초,공립,,전라북도 전주시 완산구 거마평로 105 (효자동1가.효문초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주효자초등학교,전북,초,공립,,전라북도 전주시 완산구 송정로 47 (효자동1가. 전주효자초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주용소초등학교,전북,초,공립,,전라북도 전주시 덕진구 송천4길 38 전주용소초등학교 (송천동1가. 전주용소초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주만수초등학교,전북,초,공립,,전라북도 전주시 덕진구 호성로 130 . 전주만수초등학교 (호성동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주대정초등학교,전북,초,공립,,전라북도 전주시 완산구 맏내로 57 (평화동2가. 대정초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주용와초등학교,전북,초,공립,,전라북도 전주시 완산구 장승배기로 14 (삼천동1가. 전주용와초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주오송초등학교,전북,초,공립,,전라북도 전주시 덕진구 천마산로 87 (송천동2가. 오송초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주우림초등학교,전북,초,공립,,전라북도 전주시 완산구 소태정로 21 (효자동2가.전주우림초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주문학초등학교,전북,초,공립,,전라북도 전주시 완산구 문학로 30 (효자동3가),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
전주온빛초등학교,전북,초,공립,,전라북도 전주시 덕진구 틀못3길 7 (장동. 온빛초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주홍산초등학교,전북,초,공립,,전라북도 전주시 완산구 마전들로 30,0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주화정초등학교,전북,초,공립,,전라북도 전주시 덕진구 세병로 55 . 전주화정초등학교 (송천동2가),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주기린중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 동부대로 739 . 전주기린중학교 (우아동3가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주온고을중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 무삼지로 26 (인후동1가.온고을중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주서곡중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 서곡6길 23 (효자동3가. 서곡중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
서전주중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 거마평로 205 (효자동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주우전중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 쑥고개로 375-28 (효자동2가.우전중학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주우아중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 호성로 6 (우아동3가. 전주우아중학교),1,2023.0,교육활동 모델교,1,2018.0,,,,,,,,,,,,,,,,,,,,1
전라중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 들사평1길 39 (덕진동1가. 전라중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전일중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 모래내6길 36 (인후동2가. 전일중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 솔내5길 9 (송천동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주남중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 덕적골2길 30 . 전주남중학교 (평화동1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주덕일중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 하가로 67 (덕진동2가. 전주덕일중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주동중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 심방죽로 23 . 전주동중학교 (인후동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주서중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 당산로 2 (서신동),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주서신중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 안터2길 40 (서신동.서신중학교),1,2023.0,정보교육실 구축교,0,,,,,,,,,,,,,,,,,,,,,0
전주양지중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 양지2길 11-16 (평화동2가.양지중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주신일중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 견훤왕궁2길 8 (중노송동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주중앙중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 공북2길 20 (진북동.전주중앙중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주풍남중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 거마평로 83 (효자동1가. 풍남중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주호성중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 배미실마을길 23 (호성동1가. 전주호성중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주우림중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 우전로 119 (효자동2가. 우림중학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
전주오송중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 천마산로 69 (송천동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주솔빛중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 솔내6길 33 (송천동1가. 전주솔빛중학교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
전주효정중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 안행로 127 (효자동 1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
완산중학교,전북,중,사립,남여공학,전라북도 전주시 완산구 덕적골1길 60. 완산중학교 (평화동1가),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주근영중학교,전북,중,사립,남여공학,전라북도 전주시 완산구 영경1길 11 . 전주근영중학교 (중화산동2가.전주근영여고교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주기전중학교,전북,중,사립,남여공학,전라북도 전주시 완산구 유연로 133 (효자동3가.전주기전중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주온빛중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 틀못4길 10 (장동. 온빛중학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전주덕진중학교,전북,중,사립,남여공학,전라북도 전주시 덕진구 기린대로 541-48 (덕진동2가. 전주덕진중학교),1,2023.0,교육활동 모델교,1,2016.0,,,,,,,,,,,,,,,,,,,,1
전주성심여자중학교,전북,중,사립,여자,전라북도 전주시 완산구 경기전길 130 (교동. 성심여자중고교),0,,,1,2020.0,,,,,,,,,,,,,,,,,,,,0
전주신흥중학교,전북,중,사립,남여공학,전라북도 전주시 완산구 서원로 399 . 전주신흥중학교 (중화산동1가),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
전북중학교,전북,중,사립,남여공학,전라북도 전주시 덕진구 쪽구름2길 22 전북중학교(동산동. 전북중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주해성중학교,전북,중,사립,남여공학,전라북도 전주시 완산구 계룡산길 88 . 전주해성중학교 (삼천동2가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주효문여자중학교,전북,중,사립,여자,전라북도 전주시 완산구 용리로 92 (삼천동1가),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
전주평화중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 평화로 74 (평화동2가. 전주평화중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주아중중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 중상보로 16 (우아동2가. 전주아중중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주곤지중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 매곡로 22 (동완산동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주용소중학교,전북,중,공립,남여공학,전라북도 전주시 덕진구 송천로 112 (송천동1가. 전주용소중학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
전주용흥중학교,전북,중,공립,남여공학,전라북도 전주시 완산구 장승배기로 12 (삼천동1가. 용흥중학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
전주교육대학교군산부설초등학교,전북,초,국립,,전라북도 군산시 팔마로 185 (동흥남동. 전주교대 부설초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
개야도초등학교,전북,초,공립,,전라북도 군산시 옥도면 개야도길 189-10 (옥도면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
개정초등학교,전북,초,공립,,전라북도 군산시 개정면 동정1길 5 (개정면. 개정초등학교),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
군산초등학교,전북,초,공립,,전라북도 군산시 중앙로 170 (중앙로1가),0,,,0,,,,,,,,,,,,,,,,,,,,,0
대야초등학교광산분교장,전북,초,공립,,전라북도 군산시 대야면 번영로 1421 . 대야초광산분교 (대야면. 대야초교광산분교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산경포초등학교,전북,초,공립,,전라북도 군산시 백릉로 75 . 군산경포초등학교 (조촌동. 경포초등학교),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
군산미성초등학교,전북,초,공립,,전라북도 군산시 칠성2길 27 (산북동.미성초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산진포초등학교,전북,초,공립,,전라북도 군산시 나운안길 54 (나운동. 진포초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산미장초등학교,전북,초,공립,,전라북도 군산시 미장안길 14 (미장동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산푸른솔초등학교,전북,초,공립,,전라북도 군산시 축동로 20 (수송동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산구암초등학교,전북,초,공립,,전라북도 군산시 경암3길 64-1 (경암동),0,,,1,2019.0,,,,,,,,,,,,,,,,,,,,0
군산금광초등학교,전북,초,공립,,전라북도 군산시 대학로 100 (금광동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
신시도초등학교야미도분교장,전북,초,공립,,전라북도 군산시 옥도면 야미도3길 12 (옥도면. 야미도 분교장),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산나운초등학교,전북,초,공립,,전라북도 군산시 신설로 50 (나운동. 군산나운초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산남초등학교,전북,초,공립,,전라북도 군산시 삼학7길 4 . 군산남초등학교 (미원동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산신흥초등학교,전북,초,공립,,전라북도 군산시 백토로 129 (나운동. 신흥초등학교),1,2023.0,교육활동 모델교,0,,,,,,,,,,,,,,,,,,,,,0
군산아리울초등학교,전북,초,공립,,전라북도 군산시 수송동로 90 (수송동),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산내흥초등학교,전북,초,공립,,전라북도 군산시 사옥2길 33-18 . 군산내흥초등학교 (내흥동. 군산내흥초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산서해초등학교,전북,초,공립,,전라북도 군산시 의료원로 162 (나운동. 서해초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산동초등학교,전북,초,공립,,전라북도 군산시 번영로 181 . 군산동초등학교 (조촌동),0,,,1,2018.0,,,,,,,,,,,,,,,,,,,,0
금암초등학교,전북,초,공립,,전라북도 군산시 서수면 황등서로 351-8 (서수면. 금암초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
문창초등학교,전북,초,공립,,전라북도 군산시 공항로 394 (산북동. 문창초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
나포초등학교,전북,초,공립,,전라북도 군산시 나포면 교동1길 23 . 나포초등학교 (나포면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
군산문화초등학교,전북,초,공립,,전라북도 군산시 문화안길 51 (문화동. 군산문화초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
당북초등학교,전북,초,공립,,전라북도 군산시 옥산면 백석로 40 . 당북초등학교 (옥산면),1,2023.0,교육활동 모델교,1,2020.0,,,,,,,,,,,,,,,,,,,,1
대야초등학교,전북,초,공립,,전라북도 군산시 대야면 대야관통로 141-13 . 대야초등학교 (대야면. 대야초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
대야남초등학교,전북,초,공립,,전라북도 군산시 대야면 남군산로 116 (대야면. 대야남초등학교),0,,,0,,,,,,,,,,,,,,,,,,,,,0
마룡초등학교,전북,초,공립,,전라북도 군산시 서수면 청룡로 123 (서수면),0,,,0,,,,,,,,,,,,,,,,,,,,,0
